MatchId	Home midfield	Away midfield	Home Right Defence	Away Right Defence	Home Central Defence	Away Central Defence	Home Left Defence	Away Left Defence	Home Right Attack	Away Right Attack	Home Central Attack	Away Central Attack	Home Left Attack	Away Left Attack	Home Indirect Defence	Away Indirect Defence	Home Indirect Attack	Away Indirect Attack	Home Attitude	Away Attitude	Home Tactic	Away Tactic	Home Tactic Level	Away Tactic Level	Home Goals	Away Goals	Sum home	Sum away
631162821	61	20	85	23	104	25	91	20	5	11	7	10	5	9	62	18	51	17	(Hidden)	(Hidden)	Long shots	Normal	20	(no tactic)	5	0	471	153
631162662	58	39	66	41	60	46	65	51	52	35	30	48	46	51	51	36	42	30	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	4	0	470	377
631162653	56	35	48	83	38	72	50	86	67	54	57	50	74	54	43	53	36	46	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	18	4	2	469	533
631162611	54	40	64	62	61	59	60	51	50	54	33	51	70	48	45	34	31	31	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	19	2	2	468	430
631162618	54	62	58	67	60	66	58	67	53	53	45	55	51	55	48	51	40	43	(Hidden)	(Hidden)	Pressing	Normal	10	(no tactic)	0	3	467	519
631162622	66	40	54	55	47	69	44	66	61	35	52	30	56	44	48	39	39	31	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	10	3	1	467	409
631162634	62	35	54	58	57	66	60	66	51	55	49	35	50	55	45	49	38	40	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	16	4	1	466	459
631162707	36	27	53	45	44	55	51	47	68	24	65	18	68	27	44	31	37	22	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	15	5	1	466	296
631162640	53	39	53	75	58	71	65	76	54	63	57	22	55	64	38	49	32	34	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	20	1	2	465	493
631162890	41	10	65	60	68	71	78	66	43	36	45	32	53	50	44	36	28	26	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	24	1	0	465	387
631163065	51	27	55	53	54	62	56	57	58	43	49	41	57	46	47	43	38	34	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	14	2	0	465	406
631162654	50	43	56	47	55	44	59	52	54	65	38	41	58	69	51	43	43	33	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	2	464	437
631162954	14	10	80	29	87	34	77	31	35	20	38	13	33	25	55	27	45	27	(Hidden)	(Hidden)	Counter-attacks	Counter-attacks	18	13	4	0	464	216
631163059	61	30	55	43	55	40	56	43	53	32	46	31	54	39	46	36	38	31	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	7	3	1	464	325
631162602	52	46	59	51	60	52	56	52	56	40	45	44	51	35	44	39	40	29	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	1	463	388
631162873	71	16	47	50	52	60	49	50	50	53	58	52	43	63	48	32	45	23	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	23	3	1	463	399
631162617	39	38	65	74	56	61	69	66	59	46	32	27	67	43	44	43	31	33	(Hidden)	(Hidden)	Counter-attacks	Counter-attacks	15	20	2	2	462	431
631162647	53	42	65	50	58	51	46	52	58	45	54	34	53	45	39	48	34	35	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	5	2	460	402
631162820	43	52	42	46	35	46	48	46	66	51	72	59	76	57	41	36	37	30	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	5	460	423
631162629	50	37	62	69	54	58	65	71	51	72	37	37	51	74	48	46	40	34	(Hidden)	(Hidden)	Attack on wings	Counter-attacks	23	16	4	2	458	498
631162646	33	3	75	8	75	8	80	6	35	5	30	4	36	4	51	7	43	8	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	11	0	458	53
631162788	58	35	85	66	102	46	82	47	8	85	8	45	7	32	58	44	50	35	(Hidden)	(Hidden)	Long shots	Counter-attacks	20	15	3	2	458	435
631162804	58	32	84	49	95	50	84	53	7	67	8	64	6	74	60	43	56	37	(Hidden)	(Hidden)	Long shots	Counter-attacks	23	15	3	1	458	469
631162948	14	29	76	43	83	38	74	46	36	39	40	41	37	39	54	30	44	24	(Hidden)	(Hidden)	Counter-attacks	Normal	18	(no tactic)	3	2	458	329
631162601	70	64	61	27	91	34	61	25	33	35	28	80	33	35	47	46	33	57	(Hidden)	(Hidden)	Normal	Long shots	(no tactic)	25	3	0	457	403
631162891	55	35	61	45	64	38	62	47	47	46	44	44	46	46	43	40	35	31	(Hidden)	(Hidden)	Normal	Attack on wings	(no tactic)	24	5	0	457	372
631162895	51	40	59	41	60	45	57	46	50	39	49	48	53	46	43	44	35	36	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	5	3	457	385
631163569	50	31	50	65	51	79	49	69	60	12	53	24	62	28	42	46	40	34	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	20	0	1	457	388
631162926	20	44	74	57	73	49	76	53	46	56	41	50	51	53	46	36	29	26	(Hidden)	(Hidden)	Counter-attacks	Normal	22	(no tactic)	3	3	456	424
631162628	40	54	63	63	68	66	62	65	55	41	46	41	47	44	40	49	34	40	(Hidden)	(Hidden)	Counter-attacks	Normal	19	(no tactic)	2	2	455	463
631162814	53	25	83	69	95	63	85	60	7	39	8	27	6	69	61	48	57	37	(Hidden)	(Hidden)	Long shots	Counter-attacks	22	16	4	1	455	437
631162884	61	31	55	33	59	51	57	56	51	16	46	45	47	47	44	31	35	21	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	0	455	331
631162673	57	29	50	77	45	64	52	86	65	56	38	45	67	66	45	44	35	33	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	18	4	3	454	500
631162769	39	27	41	57	59	63	35	58	54	54	81	33	56	54	45	42	44	32	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	17	2	1	454	420
631162806	44	51	45	60	37	64	45	60	73	41	60	37	70	40	43	48	37	38	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	1	2	454	439
631163078	41	26	56	44	52	41	55	45	56	44	57	37	55	38	44	34	38	30	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	4	1	454	339
631162612	59	58	54	30	48	38	51	28	57	28	47	65	53	25	45	46	39	55	(Hidden)	(Hidden)	Normal	Long shots	(no tactic)	25	3	7	453	373
631162721	51	52	64	56	60	55	64	53	51	42	51	48	49	68	38	36	25	30	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	0	453	440
631162609	78	56	24	59	36	84	23	66	52	36	88	26	53	36	46	44	52	31	(Hidden)	(Hidden)	Attack in the Middle	Counter-attacks	27	20	2	2	452	438
631162709	64	29	55	75	53	67	56	73	58	54	26	19	58	57	47	52	34	41	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	22	1	0	451	467
631162737	60	54	63	26	62	36	58	40	37	47	43	67	60	66	37	47	31	43	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	0	451	426
631163259	46	17	89	51	100	62	92	49	7	27	7	42	7	27	58	39	45	31	(Hidden)	(Hidden)	Long shots	Counter-attacks	18	19	4	1	451	345
631162636	48	47	55	57	43	52	58	54	57	58	42	34	57	55	49	45	41	31	(Hidden)	(Hidden)	Attack on wings	Normal	23	(no tactic)	0	2	450	433
631162938	12	28	71	51	77	61	72	56	39	35	43	27	39	37	53	40	44	30	(Hidden)	(Hidden)	Counter-attacks	Normal	16	(no tactic)	1	1	450	365
631163071	47	27	57	46	55	46	53	47	51	21	52	22	49	42	45	35	40	25	(Hidden)	(Hidden)	Normal	Attack on wings	(no tactic)	21	4	0	449	311
631162645	53	29	57	70	58	66	59	59	47	52	36	34	46	53	51	41	41	33	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	18	2	1	448	437
631162838	68	50	51	44	57	44	50	45	41	60	51	47	39	63	47	46	44	43	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	5	1	448	442
631163576	50	19	45	59	40	67	44	60	66	61	58	33	70	57	38	29	37	22	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	13	2	3	448	407
631162792	61	47	57	53	40	52	55	47	59	48	41	49	56	45	44	46	34	40	(Hidden)	(Hidden)	Attack on wings	Normal	25	(no tactic)	6	0	447	427
631163164	50	28	38	50	48	55	59	54	50	52	64	33	51	26	44	51	43	42	(Hidden)	(Hidden)	Play creatively	Normal	19	(no tactic)	5	0	447	391
631162774	55	39	79	40	102	57	82	33	5	57	9	86	6	58	60	45	48	44	(Hidden)	(Hidden)	Long shots	Normal	18	(no tactic)	1	2	446	459
631162846	64	47	58	21	56	39	59	21	35	32	43	45	38	34	48	42	45	36	(Hidden)	(Hidden)	Normal	Attack in the Middle	(no tactic)	24	7	0	446	317
631162923	53	33	58	46	59	48	57	40	49	55	49	73	44	37	43	42	34	41	(Hidden)	(Hidden)	Normal	Attack in the Middle	(no tactic)	26	2	1	446	415
631163369	39	32	78	27	92	45	80	28	28	32	20	40	27	27	48	33	34	27	(Hidden)	(Hidden)	Normal	Play creatively	(no tactic)	13	5	1	446	291
631162599	52	33	52	67	53	68	59	71	52	61	49	33	56	59	38	48	34	34	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	16	1	2	445	474
631162980	12	38	75	56	69	56	66	58	50	54	29	42	45	51	54	32	45	24	(Hidden)	(Hidden)	Counter-attacks	Normal	17	(no tactic)	1	3	445	411
631163171	46	52	48	29	43	44	43	28	66	43	62	61	53	44	43	33	40	30	(Hidden)	(Hidden)	Play creatively	Normal	19	(no tactic)	4	2	444	364
631162851	46	40	37	48	32	45	35	49	76	67	56	47	69	67	48	36	44	25	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	11	3	4	443	424
631162972	13	34	74	48	79	42	62	45	39	32	41	61	37	41	53	33	45	27	(Hidden)	(Hidden)	Counter-attacks	Normal	17	(no tactic)	2	4	443	363
631163227	55	51	83	39	95	43	83	42	7	27	8	20	10	20	57	31	45	24	(Hidden)	(Hidden)	Long shots	Play creatively	18	16	1	0	443	297
631162822	54	41	51	46	52	46	53	34	45	29	50	29	45	34	48	37	44	28	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	1	442	324
631163050	48	37	53	45	51	44	50	45	57	37	48	39	52	41	46	23	37	22	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	0	442	333
631163342	44	32	73	47	83	60	71	61	32	22	25	20	33	25	47	30	34	24	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	7	2	0	442	321
631163541	21	27	67	46	80	41	68	45	45	35	41	28	49	40	40	46	31	34	(Hidden)	(Hidden)	Counter-attacks	Normal	22	(no tactic)	0	1	442	342
631162620	57	59	64	62	44	60	57	60	54	57	33	26	54	60	42	48	36	33	(Hidden)	(Hidden)	Attack on wings	Normal	28	(no tactic)	3	0	441	465
631162735	47	38	50	61	51	56	51	57	52	55	44	53	50	51	53	38	43	24	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	3	441	433
631162750	52	46	47	40	53	38	51	29	45	65	49	64	45	44	54	46	45	42	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	4	441	414
631162830	54	32	49	28	56	32	49	27	44	63	49	64	46	43	49	23	45	24	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	1	441	336
631162795	49	49	44	47	52	38	55	45	50	70	54	64	48	62	46	41	42	35	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	4	440	451
631162930	63	17	57	71	49	80	53	65	55	37	48	36	52	24	37	38	26	24	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	25	6	0	440	392
631163269	44	13	86	13	98	17	89	14	7	16	7	19	7	18	58	15	44	14	(Hidden)	(Hidden)	Long shots	Normal	17	(no tactic)	5	0	440	139
631163517	28	30	68	43	80	33	69	46	43	61	38	65	45	55	39	49	30	43	(Hidden)	(Hidden)	Counter-attacks	Normal	22	(no tactic)	1	1	440	425
631163522	24	30	69	50	79	52	68	63	43	32	41	22	47	58	39	35	30	30	(Hidden)	(Hidden)	Counter-attacks	Normal	22	(no tactic)	1	1	440	372
631162610	65	42	52	81	43	70	54	82	55	52	34	46	60	61	43	48	33	40	(Hidden)	(Hidden)	Attack on wings	Counter-attacks	27	20	0	3	439	522
631162697	38	25	54	76	52	63	57	80	52	59	33	44	59	60	51	47	43	37	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	18	0	1	439	491
631162727	50	42	55	48	57	45	55	46	45	45	39	51	45	44	52	38	41	33	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	4	1	439	392
631162739	46	26	62	64	57	59	59	64	52	64	50	45	50	20	38	51	25	42	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	21	3	2	439	435
631162787	50	32	52	58	48	65	44	57	53	33	59	49	52	54	43	35	38	30	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	16	2	1	439	413
631162798	46	33	86	56	92	58	89	51	5	48	8	25	6	55	59	48	48	36	(Hidden)	(Hidden)	Long shots	Counter-attacks	18	16	2	1	439	410
631162899	39	11	76	39	66	45	67	33	43	13	38	14	37	6	44	23	29	14	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	7	0	439	198
631163233	50	48	86	35	97	52	85	36	6	9	7	20	7	10	57	41	44	39	(Hidden)	(Hidden)	Long shots	Long shots	18	16	2	1	439	290
631162809	58	39	80	50	91	51	82	47	7	50	6	55	5	48	59	46	50	42	(Hidden)	(Hidden)	Long shots	Normal	20	(no tactic)	3	1	438	428
631162903	46	24	58	66	56	71	55	65	50	46	47	46	50	49	42	46	34	30	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	15	1	1	438	443
631162608	58	40	49	68	54	71	59	62	50	60	47	38	54	55	35	46	31	40	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	17	3	2	437	480
631162657	51	48	53	45	54	49	54	56	48	40	56	54	46	50	40	38	35	31	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	3	437	411
631162833	51	32	39	73	35	63	41	74	63	43	55	26	66	41	44	36	43	25	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	17	4	1	437	413
631163203	37	40	54	40	39	41	25	42	73	53	69	66	54	37	43	32	43	30	(Hidden)	(Hidden)	Play creatively	Normal	20	(no tactic)	5	4	437	381
631163531	22	25	74	55	85	51	73	48	35	33	36	30	43	46	39	30	30	23	(Hidden)	(Hidden)	Counter-attacks	Normal	21	(no tactic)	4	0	437	341
631162760	44	8	65	51	62	53	66	46	44	6	45	4	46	6	39	26	25	16	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	8	3	0	436	216
631162764	48	11	46	21	47	25	49	22	56	13	51	3	45	13	52	20	42	13	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	5	8	0	436	141
631162855	52	36	53	56	55	56	47	56	44	47	67	45	53	48	38	34	27	26	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	2	436	404
631163443	48	35	61	39	68	28	67	40	31	31	25	50	33	31	53	26	50	30	(Hidden)	(Hidden)	Long shots	Normal	19	(no tactic)	3	0	436	310
631162910	56	49	60	57	61	56	61	57	46	37	42	40	35	47	42	36	32	26	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	0	435	405
631162964	13	30	73	50	78	54	63	51	37	55	40	55	34	50	53	29	44	25	(Hidden)	(Hidden)	Counter-attacks	Normal	18	(no tactic)	2	1	435	399
631162686	52	41	61	52	43	50	37	52	62	37	41	46	57	47	45	39	36	31	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	1	434	395
631162793	51	39	86	53	101	35	77	41	6	33	7	37	5	70	55	46	46	36	(Hidden)	(Hidden)	Long shots	Attack on wings	20	21	2	5	434	390
631162994	58	40	55	55	54	50	53	56	46	47	50	30	40	55	43	31	35	23	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	1	434	387
631162725	64	50	30	51	39	55	41	53	46	52	63	47	62	54	46	52	42	42	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	2	433	456
631162732	63	51	61	53	59	49	57	52	50	53	41	48	38	52	36	54	28	44	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	1	433	456
631162803	53	51	52	52	48	45	57	44	53	56	34	65	51	55	48	34	37	31	(Hidden)	(Hidden)	Attack on wings	Normal	21	(no tactic)	2	2	433	433
631162825	40	35	50	27	49	31	51	26	59	57	41	55	57	40	44	21	42	22	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	0	433	314
631162631	48	46	59	23	78	35	68	22	34	40	26	69	46	35	41	45	32	47	(Hidden)	(Hidden)	Normal	Attack in the Middle	(no tactic)	27	3	1	432	362
631162664	57	53	50	61	45	61	47	61	48	49	61	49	54	49	37	41	33	31	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	4	432	455
631162771	58	42	80	45	89	42	76	41	6	48	8	49	9	56	57	33	49	27	(Hidden)	(Hidden)	Long shots	Pressing	19	7	2	2	432	383
631162799	47	48	52	80	37	90	52	77	63	8	41	7	62	6	42	58	36	49	(Hidden)	(Hidden)	Attack on wings	Long shots	26	20	5	0	432	423
631162843	53	27	35	61	32	58	34	59	68	40	56	26	65	34	46	45	43	36	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	19	4	2	432	386
631162848	51	42	47	36	52	31	51	36	53	78	64	58	53	71	36	47	25	44	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	4	2	432	443
631162875	43	26	50	53	54	62	51	55	55	33	63	25	53	26	37	45	26	36	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	20	3	1	432	361
631162679	55	41	49	44	45	32	52	41	58	47	34	36	58	50	45	39	35	30	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	5	1	431	360
631162780	58	52	77	40	87	56	76	32	6	53	8	74	6	54	59	44	54	42	(Hidden)	(Hidden)	Long shots	Normal	22	(no tactic)	1	0	431	447
631163015	57	34	57	53	58	57	57	51	40	22	42	24	39	27	45	43	36	36	(Hidden)	(Hidden)	Normal	Pressing	(no tactic)	10	3	0	431	347
631163101	53	33	48	52	43	48	51	48	53	34	56	30	55	34	41	31	31	22	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	4	2	431	332
631163546	19	36	67	47	78	45	67	45	44	36	41	35	47	29	39	40	29	34	(Hidden)	(Hidden)	Counter-attacks	Play creatively	21	19	2	3	431	347
631163573	10	29	89	45	80	49	88	41	21	73	48	62	22	45	40	37	33	37	(Hidden)	(Hidden)	Counter-attacks	Normal	24	(no tactic)	2	0	431	418
631162776	49	46	44	65	38	98	44	83	68	4	47	9	62	7	44	59	34	48	(Hidden)	(Hidden)	Play creatively	Long shots	20	18	0	1	430	419
631162783	57	28	53	50	47	67	52	57	50	40	55	21	52	22	34	40	30	32	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	19	3	0	430	357
631162811	50	44	78	42	96	37	81	44	7	70	7	52	5	68	59	45	47	36	(Hidden)	(Hidden)	Long shots	Play creatively	19	21	1	1	430	438
631162865	48	32	59	66	51	77	55	66	40	35	52	22	36	37	47	36	42	26	(Hidden)	(Hidden)	Normal	Counter-attacks	(no tactic)	17	5	1	430	397
631162916	35	32	64	44	79	47	76	39	22	52	38	70	42	35	45	41	29	40	(Hidden)	(Hidden)	Normal	Attack in the Middle	(no tactic)	25	1	1	430	400
631163393	45	29	66	63	40	62	49	63	60	57	46	25	44	55	45	35	35	26	(Hidden)	(Hidden)	Attack on wings	Counter-attacks	18	13	2	1	430	415
631163526	31	19	57	69	56	80	56	69	52	41	37	29	51	45	50	38	40	27	(Hidden)	(Hidden)	Attack on wings	Counter-attacks	18	22	2	1	430	417
631162625	39	3	78	8	77	7	74	6	29	5	25	4	29	4	44	7	34	8	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	11	0	429	52
631162704	58	51	58	50	49	51	53	55	45	57	47	22	47	61	39	46	33	34	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	5	1	429	427
631162716	47	12	69	12	66	13	63	12	31	18	36	9	51	16	36	17	30	13	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	7	0	429	122
631162754	50	37	59	61	57	58	55	62	40	52	41	52	61	53	36	39	30	25	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	0	0	429	439
631162901	62	52	50	57	40	57	52	55	55	49	53	47	58	50	35	42	24	34	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	3	2	429	443
631163470	41	18	65	65	64	65	56	65	36	34	27	23	33	28	55	37	52	29	(Hidden)	(Hidden)	Long shots	Counter-attacks	19	13	1	0	429	364
631163483	46	30	56	37	62	36	61	37	34	50	28	51	35	56	55	24	52	22	(Hidden)	(Hidden)	Long shots	Normal	20	(no tactic)	1	2	429	343
631163563	53	37	45	48	42	48	56	39	48	47	51	64	55	48	40	29	39	22	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	4	0	429	382
631162699	62	48	31	32	47	37	53	29	49	36	41	71	66	61	44	33	35	31	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	5	3	428	378
631162818	51	40	56	48	48	50	55	45	53	49	34	56	47	48	47	46	37	41	(Hidden)	(Hidden)	Attack on wings	Normal	21	(no tactic)	2	1	428	423
631163091	40	37	59	42	54	49	57	45	49	38	50	47	38	43	44	42	37	32	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	4	1	428	375
631163565	7	21	90	59	73	60	98	62	25	43	38	26	26	47	40	44	31	33	(Hidden)	(Hidden)	Counter-attacks	Attack on wings	23	21	0	2	428	395
631162743	61	51	49	56	53	55	47	53	45	37	42	41	37	60	51	37	42	29	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	2	2	427	419
631163334	36	31	71	49	79	48	68	45	34	42	27	43	31	39	47	34	34	25	(Hidden)	(Hidden)	Normal	Normal	(no tactic)	(no tactic)	0	0	427	356
631162856	37	32	57	49	51	38	53	47	41	47	52	30	43	49	48	37	44	27	(Hidden)	(Hidden)	Normal	Attack on wings	(no tactic)	18	3	0	426	356
631162879	24	28	66	47	67	49	61	44	45	37	45	45	48	44	43	44	27	36	(Hidden)	(Hidden)	Counter-attacks	Normal	15	(no tactic)	1	2	426	374
